2024646565,45697,Test Assessment,52891,40,50,50
2024646565,84959,Second Test,52891,15,20,20
2024646565,94659,Project,52891,20,30,30
2024646565,45697,Test Assessment,72799,45,50,50
2024646565,45697,Test Assessment,72628,45,50,50
2024646565,84959,Second Test,72799,15,20,20
2024646565,94659,Project,72799,25,30,30
2024421251,45697,Test Assessment,52891,50,50,50
2024421251,84959,Second Test,52891,20,20,20
2024421251,94659,Project,52891,30,30,30
2024421251,94659,Project,72799,30,30,30
2024421251,84959,Second Test,72799,20,20,20
2024421251,45697,Test Assessment,72799,50,50,50
2024421251,45697,Test Assessment,72628,50,50,50
2024421251,84959,Second Test,72628,20,20,20
2024421251,94659,Project,72628,30,30,30
2023269975,18912,Debugging,69737,20,20,20
2023269975,32932,Beautiful Code,69737,20,20,20
2023269975,38345,Deployment,69737,20,20,20
2023269975,48212,Collaboration,69737,20,20,20
2023269975,15798,CI/CD,69737,20,20,20
2023269975,18912,Debugging,89156,20,20,20
2023269975,32932,Beautiful Code,89156,20,20,20
2023269975,38345,Deployment,89156,20,20,20
2023269975,48212,Collaboration,89156,20,20,20
2023269975,15798,CI/CD,89156,20,20,20
2023269975,18912,Debugging,24976,20,20,20
2023269975,32932,Beautiful Code,24976,20,20,20
2023269975,38345,Deployment,24976,20,20,20
2023269975,48212,Collaboration,24976,20,20,20
2023269975,15798,CI/CD,24976,20,20,20
2023269975,15798,CI/CD,81699,20,20,20
2023269975,18912,Debugging,81699,20,20,20
2023269975,32932,Beautiful Code,81699,20,20,20
2023269975,38345,Deployment,81699,20,20,20
2023269975,48212,Collaboration,81699,20,20,20
2024738378,12632,OOP Java,16551,25,50,50
2024738378,75586,Python,16551,30,50,50
2024738378,74873,Load Balancing,69775,40,75,75
2024738378,69637,IP Masking,69775,22,25,25
2024738378,77871,Neural Networks,42447,35,50,50
2024738378,54572,Algorithms,42447,30,50,50
